epoch,train_loss,val_l1,val_ssim,val_total
45,0.024853827770946274,0.006606649423784186,0.8615240660405928,0.026387042104127633
46,0.024812502658335112,0.0066202224070777095,0.8609004591261187,0.02649212017709825
47,0.024785434525446653,0.00665242207056332,0.8601763744508066,0.026628102592357823
48,0.024688609449132797,0.006594060340731014,0.861586159996448,0.026367027290154152
49,0.024719099052864592,0.00661255995510146,0.860594581788586,0.026531488693548332
50,0.024576683487996832,0.0066361412056721745,0.8603496373661103,0.02658827441990481
51,0.024580196793922173,0.006594489596693987,0.861796954178041,0.026335773030483733
52,0.024490554000528054,0.006574780829701452,0.8616945309504386,0.026334384062680447
53,0.024528283211919997,0.006585555064732269,0.8616419353312061,0.026351431505341506
54,0.024499471800728936,0.006604170097008107,0.861664257895562,0.02636390589812259
55,0.024379229637056483,0.0065697217641788866,0.861929766256963,0.026294798561007596
56,0.02439012994729383,0.006554040143025979,0.8633820317925945,0.0260636293526829
57,0.024316429205265524,0.00657583505981752,0.8621638691713733,0.02626487942513889
58,0.024258748947986564,0.006538657469284391,0.8625877591390764,0.026169694978030275
59,0.024279165559691982,0.006564580602195835,0.8618680402636528,0.026299687472318534
60,0.024215094803909248,0.0065890033545363096,0.861170585405442,0.026425065040539562
61,0.023717200941002284,0.0064690921816133685,0.8645741782361461,0.025812601618949445
62,0.023628015411637164,0.006489583365844502,0.8642784859864943,0.025874372962993684
63,0.023608326469965305,0.006466243856947028,0.8648936834546828,0.02576225476020256
64,0.02358699893265108,0.006497656756020602,0.8638182910219315,0.02595026458932778
65,0.02356002632875703,0.006466076507293169,0.8650320443895555,0.02574135837276587
66,0.023521750334877266,0.006474004417372447,0.8645857780691116,0.025815037044399834
67,0.02351388714166098,0.006470668819102068,0.8647599883617894,0.025786070241968353
68,0.02347174118403145,0.006480911444692362,0.8645938797343162,0.025819692767841074
69,0.0234527246452414,0.006452309739054932,0.8649577749832984,0.02574079703070193
70,0.023451243401722027,0.0064493025363903615,0.8651332265427035,0.025711923174526276
71,0.02342381975329798,0.006453079937566672,0.8650726006396355,0.02572422785098634
72,0.023394290233651797,0.006472450908228395,0.8641604426407045,0.025877516875888466
73,0.02337916529199983,0.006460632051476427,0.8645264195819055,0.025812574306469143
74,0.023354611845560185,0.006478127749681833,0.8640588687312218,0.025897578277546282
75,0.023331823876948765,0.0064759183720114735,0.8644680012137659,0.02583433043414487
76,0.023305558397911996,0.006453677695319657,0.864864733046101,0.02575591608410656
77,0.023301987080270672,0.006453842819563203,0.8650133973648472,0.025733756791901645
78,0.023270171766559922,0.006434801362845446,0.8652882382754357,0.02567634541710328
79,0.023273276229886383,0.006465765626184762,0.8642314979145603,0.025861176095072998
80,0.023248744136436867,0.006445249292488781,0.8652071735070598,0.025697385872556495
81,0.0232188879629083,0.006448748456163993,0.8650137871023147,0.02572936812239219
82,0.023212375979216295,0.006467054415148713,0.8643832270656863,0.025839512193023467
83,0.02318423944174923,0.006444204585146039,0.8649889083639268,0.02572923764278511
84,0.023171334544123286,0.006448997477925713,0.8645011527403709,0.025806474945181224
85,0.02315320081835259,0.006478291066108091,0.8640123304340147,0.025904697841089667
86,0.02314660874559247,0.00643725473839309,0.8652355542106013,0.025686333396043932
87,0.02312697145326804,0.006447394624833138,0.8645460544093962,0.02579837726969873
88,0.023112778096563286,0.006442864773224198,0.865115294677596,0.025709140855601175
89,0.02309555600006734,0.00645308154710238,0.8642768668070916,0.025843589293973283
90,0.02309795296400465,0.006453560538695104,0.864383537923136,0.02582799576942043
91,0.022810226785666625,0.006423854376489837,0.8655870349657151,0.025622220975159097
92,0.022776507323200558,0.006409944443693084,0.8657395924771986,0.025587513905559335
93,0.02277146451989703,0.006417760556759012,0.865437461820341,0.025639477200194015
94,0.022760978730989614,0.006417729980462501,0.8653708090705257,0.025649449122814277
95,0.02275948561193909,0.006421210419296497,0.8653270555600043,0.025658970522401372
96,0.02273228169221925,0.0064241701410332275,0.8651992051832138,0.025680663842396173
97,0.022713001583132053,0.00641909722283843,0.8654046187477727,0.025645539827246752
98,0.022707455615950313,0.0064248211557916815,0.8651591583125053,0.02568722423554713
99,0.022704238977323297,0.0064137446311032095,0.8655188233621659,0.025623859432112844
100,0.022685085702353693,0.006420811092961699,0.8653012205516138,0.025662506346275368
